,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0029918193817138673,0.0010924493167514498,0.000399017333984375,0.0004886944566570864,0.1,{'alpha': 0.1},0.3734902991605368,0.7256363298668271,0.7844778576924941,0.7805472535015402,0.0828171037258173,0.5493937687894431,0.2787090661225146,3
1,0.0025929927825927733,0.0004884803122198285,0.00039887428283691406,0.0004885192380524391,0.25,{'alpha': 0.25},0.380155880010813,0.7403049675580093,0.7741390881691673,0.7921570346817629,0.08818982493429317,0.5549893590708092,0.2782392982085234,2
2,0.0025930404663085938,0.0004884219525686784,0.000997447967529297,1.1680077279964342e-07,0.5,{'alpha': 0.5},0.3884620084636523,0.7575064272136873,0.7560615563903006,0.8064403920523618,0.09470002732468341,0.5606340822889371,0.27716750398632706,1
