,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,1.3548368453979491,0.11227504008076214,0.0007979869842529297,0.000398993787745448,relu,0.0001,"(20,)",adaptive,2000,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'sgd'}",0.3293567696194529,0.33028102536866377,-0.32604006268482455,0.19436185813989593,0.37526167362979956,0.18064425281459753,0.26049939927323124,13
23,0.8232018947601318,0.024825964408614367,0.0009962081909179687,0.000630531469269259,relu,0.0001,"(20,)",adaptive,2000,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'adam'}",0.6164535564793107,0.7822499767637039,-0.20793686574978754,0.5486613660975388,0.5246526804171291,0.452816142801579,0.34241646788349617,3
24,0.1502222537994385,0.016708715648049058,0.00019927024841308593,0.00039854049682617185,relu,0.05,"(10, 30, 10)",constant,2000,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (10, 30, 10), 'learning_rate': 'constant', 'max_iter': 2000, 'solver': 'sgd'}",-0.052549318283702684,0.005001063290827168,-0.0834559158533843,-0.10269993258059018,-0.14634315103307283,-0.07600945089198456,0.05065124333891395,25
25,0.4560065269470215,0.014431893562300357,0.0005988121032714844,0.0004889286627500338,relu,0.05,"(10, 30, 10)",constant,2000,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (10, 30, 10), 'learning_rate': 'constant', 'max_iter': 2000, 'solver': 'adam'}",0.5281698911825934,0.7152723310703069,-0.49083279266129143,0.4215103239050988,0.7201482854743575,0.378853607794213,0.4494728017210934,5
26,0.2508237838745117,0.021365637981859482,0.0007956504821777343,0.00039783737187441034,relu,0.05,"(10, 30, 10)",adaptive,2000,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (10, 30, 10), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'sgd'}",-0.05059477947207669,0.006358328642994904,-0.08722263448068235,-0.09559774712676394,-0.14808800336787797,-0.07502896716088121,0.05124510600977523,23
27,0.45728139877319335,0.01812130524944893,0.0007997035980224609,0.00039986710592741824,relu,0.05,"(10, 30, 10)",adaptive,2000,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (10, 30, 10), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'adam'}",0.5281698911825934,0.7152723310703069,-0.49083279266129143,0.4215103239050988,0.7201482854743575,0.378853607794213,0.4494728017210934,5
28,1.2557507514953614,0.10756012705242163,0.0005978584289550781,0.00048814995311727787,relu,0.05,"(20,)",constant,2000,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (20,), 'learning_rate': 'constant', 'max_iter': 2000, 'solver': 'sgd'}",0.31250735710931365,0.3160889895599662,-0.3207780285497097,0.18200797658029344,0.35679382440710306,0.16932402382139333,0.2520108143025959,16
29,0.8700708389282227,0.11286228580129255,0.0015956878662109375,0.0004882857063581837,relu,0.05,"(20,)",constant,2000,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (20,), 'learning_rate': 'constant', 'max_iter': 2000, 'solver': 'adam'}",0.6766142988955393,0.7818323412844735,-0.2665523391999647,0.5550963284998212,0.5723209856479694,0.46386232302556774,0.37415527252596625,1
30,1.3528847694396973,0.10755760181991583,0.0011972904205322266,0.0003998518381055636,relu,0.05,"(20,)",adaptive,2000,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'sgd'}",0.3235595012248428,0.32436824254560115,-0.32059568927524196,0.1886609332508813,0.3670922284107273,0.17661704323136213,0.25576116033618607,14
31,0.8325726509094238,0.06516874564405825,0.000598287582397461,0.0007977962707648122,relu,0.05,"(20,)",adaptive,2000,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'max_iter': 2000, 'solver': 'adam'}",0.6766142988955393,0.7818323412844735,-0.2665523391999647,0.5550963284998212,0.5723209856479694,0.46386232302556774,0.37415527252596625,1
