,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0026244163513183595,0.0005182290410605642,0.0003672122955322266,0.0004526115699547643,1,linear,"{'C': 1, 'kernel': 'linear'}",0.8178567211865592,0.7249878563389521,0.6970911937664181,0.6127245908477943,0.5506799832462175,0.6806680690771882,0.09226907122864081,2
1,0.0019946575164794924,7.599533772711385e-07,0.0021938800811767576,0.00039877904369457556,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.17958574158136864,0.1680763518499523,0.2905042270017897,0.3887462174165688,0.0008520229550302849,0.20555291216094193,0.13019812098952346,4
2,0.003588104248046875,0.0007971130702613116,0.00040106773376464845,0.0004912144506065301,10,linear,"{'C': 10, 'kernel': 'linear'}",0.8403871569719464,0.7670077003278916,0.671915774773411,0.597805057824018,0.5723599605577745,0.6898951300910083,0.10120528973156805,1
3,0.002193784713745117,0.00039906528833894944,0.0011971473693847656,0.00039837367159793616,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.6275929021129812,0.6430538222569122,0.5871206850254908,0.6800928814378682,0.5032960203844248,0.6082312622435355,0.06034672742089617,3
